itemId,seriesId,series,flag,detail,file
96686,19134,The Mighty Thor,label-ambiguous,the cv row on the Fraction Vol. 02 is an Aaron/Dauterman book,The Mighty Thor by Matt Fraction Vol. 02 (2013) (Digital) (Asgard-Empire).cbr
84794,36127,The New Mutants,label-ambiguous,"The New Mutants 093 and 096 are single issues, not collections",The New Mutants 093 (+TPB page) (1990) (digital) (Marika-Empire).cbz
102157,12855,The New Warriors,label-ambiguous,"New Warriors v2 000-010 are single issues, not collections",New Warriors v2 000 (1999) (c2c) (ArtNet-DCP).cbz
19814,19724,The Octopus,label-ambiguous,items 19813 and 19814 are duplicate copies of v01,The Tales of the Octopus v01 - The Curse of Gustave Babel (2017) (Scanlation) (phillywilly).cbr
84883,19271,The Official Marvel Index to the X-Men,label-ambiguous,"The Official Marvel Index to the X-Men v2 01-05 are single issues, not collections",The Official Marvel Index to the X-Men v2 01 (of 05) (1994) (c2c) (Meganubis).cbz
37045,66050,The Red Star,label-ambiguous,items 31630 and 37045 are duplicate copies of the Deluxe Edition Vol. 01,The Red Star Deluxe Edition v1 (2014) (Digital) (BlurPixel-Empire).cbr
37057,66050,The Red Star,label-ambiguous,"The Red Star v2 01-05 are single issues, not collections",The Red Star v2 01.cbr
37062,19444,The Red Star: Sword of Lies,label-ambiguous,"The Red Star v3 - Sword of Lies 01-03 are single issues, not collections",The Red Star v3 - Sword of Lies 01.cbr
112966,19506,The Sandman,label-ambiguous,the Deluxe Edition books and the 30th Anniversary volumes are two editions covering the same issues,Sandman - The Deluxe Edition Book 01 (2020) (digital) (Son of Ultron-Empire).cbr
22521,15100,The Savage Sword of Conan,label-ambiguous,items 22520 and 22521 are duplicate copies of Vol. 09,The Savage Sword of Conan Vol. 09 (2011) (digital) (Son of Ultron-Empire).cbr
95949,19654,The Spectacular Spider-Man,label-ambiguous,the cv row on Omnibus Book 01 is a Ben Reilly Omnibus,The Spectacular Spider-Man Omnibus Book 01 (2022) (Digital-Empire).cbr
16717,66071,The Spectre (1992),label-ambiguous,"The Spectre v1 003 is a single issue, not a collection",The Spectre v1 03.cbr
118880,19805,The Totally Awesome Hulk,label-ambiguous,items 81101 and 118880 are duplicate copies of Vol. 02 - Civil War II,The Totally Awesome Hulk Vol. 02 - Civil War II (2016) (Digital) (F) (Kileko-Empire).cbz
17926,18584,The trial of the Flash,label-ambiguous,"The Flash v3 009-012 and v2 119 are single issues, not collections",-001 The Flash v3 009 (2011) (two covers) (Minutemen-DTs).cbz
19293,18584,The trial of the Flash,label-ambiguous,items 74336 and 19293 are duplicate copies of Vol. 02 - The Road to Flashpoint,The Flash Vol. 02 - The Road to Flashpoint (2012) (digital-Empire).cbz
80385,19848,The Unbelievable Gwenpool,label-ambiguous,"items 103430/80385, 103431/80387 and 103432/80386 are duplicate copies of vols 3-5","Gwenpool, The Unbelievable v03 - Totally In Continuity (2017) (Digital) (F) (Kileko-Empire).cbz"
10912,19967,The Woods,label-ambiguous,the cv rows on vols 1-3 are Yearbook Edition books,The Woods Vol. 01 - The Arrow (2014) (Digital) (DR & Quinch-Empire).cbr
96839,20070,Thor,label-ambiguous,items 96651 and 96839 are duplicate copies of Thor by J. Michael Straczynski Vol. 03,Thor by J. Michael Straczynski Vol. 03 (2010) (Digital) (Asgard-Empire).cbr
117957,20070,Thor,label-ambiguous,items 96654 and 117957 are duplicate copies of Thor Vol. 03 - Siege Aftermath,Thor Vol. 03 - Siege Aftermath (2010) (digital) (Minutemen-Slayer).cbr
96856,20109,"Thor Visionaries - Walter Simonson, Vol. 5",label-ambiguous,items 96567/96856 and 96857/96568 are duplicate copies of vols 1-2,Thor Visionaries - Walter Simonson Vol. 01 (2001) (Digital-HD) (F) (Asgard-Empire).cbr
96687,20079,Thor: God of Thunder,label-ambiguous,the cv rows on vols 1-2 are the hardcover editions with wider blocks,Thor - God of Thunder Vol. 01 - The God Butcher (2013) (Digital HC) (Zone-Empire).cbr
27570,20309,Tomahawk Angel,label-ambiguous,items 14731 and 27570 are duplicate copies of v01,Tomahawk Angel v01 (2023) (Tapas) (Digital) (XRA-Empire).cbz
83487,66130,Tomb of Dracula,label-ambiguous,the cv row on Masterworks Vol. 03 is a Complete Collection book,Marvel Masterworks - The Tomb of Dracula Vol. 03 (2023) (Digital-Empire).cbr
32594,20373,Transformers,label-ambiguous,the cv row on Vol. 02 is a Transformers Classics book,Transformers Vol. 02 - The Change in Their Nature (2020) (digital) (Knight Ripper-Empire).cbr
113398,66142,Transmetropolitan,label-ambiguous,the cv rows on Books 01 and 02 are Absolute Transmetropolitan books,Transmetropolitan Book 01 (2019) (digital) (Son of Ultron-Empire).cbr
58078,20476,Trinity of Sin: Pandora,label-ambiguous,the cv row on Vol. 02 is a Justice League: Trinity War book,Trinity of Sin - Pandora Vol. 02 - Choices (2014) (digital) (Son of Ultron-Empire).cbr
31693,20497,True Blood,label-ambiguous,"True Blood v2 001-014 are single issues, not collections",True Blood v2 001 (2012) (3 Covers) (Digital) (Zone-Empire).cbr
111766,20524,"Turok, Dinosaur Hunter",label-ambiguous,"Turok Dinosaur Hunter v2 00-47 are single issues, not collections",618. Turok Dinosaur Hunter v2 00.cbr
37530,20539,Two Moons,label-ambiguous,the cv row on Vol. 02 is the Vol. 01 book,Two Moons Vol. 02 - Ghost War (2022) (digital) (Son of Ultron-Empire).cbr
97119,20604,Ultimate Comics Spider-Man,label-ambiguous,the gcd row on the Death of Spider-Man Prelude is a different book,01 Ultimate Comics Spider-Man Vol. 03 - Death of Spider-Man Prelude (Digital) (F) (Asgard-Empire).cbz
116633,68342,Ultimate Galactus,label-ambiguous,vols 1 and 3 both carry a gcd 1-5 block from different minis,Ultimate Galactus Vol. 03 - Extinction (2006) (Digital) (Kileko-Empire).cbr
97101,20622,Ultimate Spider-Man,label-ambiguous,"the cv rows match Coleccionable and Ultimate Collection editions, not the numbered volumes",Ultimate Spider-Man Vol. 07 - Irresponsible (2003) (Digital) (F) (Kileko-Empire).cbz
97151,66149,Ultimate X-Men,label-ambiguous,"the gcd row on Vol. 05 numbers the Ultimate War mini, not Ultimate X-Men",Ultimate X-Men Vol. 05 - Ultimate War (2007) (Digital) (F) (Kileko-Empire).cbz
97274,20640,Ultimates 2,label-ambiguous,the cv row on Vol. 02 is the Vol. 01 book,Ultimates 2 Vol. 02 - Eternity War (2017) (Digital) (F) (Zone-Empire).cbr
4750,20668,Un/Sacred,label-ambiguous,"Un-Sacred v2 001-006 are single issues, not collections",Un-Sacred v2 001 (2020) (digital) (Son of Ultron-Empire).cbr
92919,20672,Uncanny Avengers,label-ambiguous,"Uncanny Avengers v2 001-005 are single issues, not collections",001 Uncanny Avengers v2 001 (2015) (Digital) (Zone-Empire).cbr
118882,20672,Uncanny Avengers,label-ambiguous,items 53142/118882 and 53143/118886 are duplicate copies of Unity vols 3-4,Uncanny Avengers - Unity Vol. 03 - Civil War II (2017) (Digital) (Kileko-Empire).cbr
20179,20731,Uncle Scrooge,label-ambiguous,the cv rows on vols 1-2 are Timeless Tales books,Uncle Scrooge Vol. 01 - Pure Viewing Satisfaction (2015) (digital) (Salem-Empire).cbr
22217,20906,Vampirella - Army of Darkness,label-ambiguous,items 20863 and 22217 are duplicate copies of Vol. 01,Vampirella - Army of Darkness v01 (2016) (Digital) (DR & Quinch-Empire).cbr
75337,21080,Vigilante,label-ambiguous,"Vigilante v3 001-012 are single issues, not collections",Vigilante v3 001 (2009) (Minutemen-Zone).cbr
37768,66501,Voltron - Legendary Defender,label-ambiguous,"the Voltron v3 items are single issues, not collections",Voltron - Legendary Defender v3 001 (2018) (Digital-Empire).cbr
39286,21165,Wahcommo,label-ambiguous,"Wahcommo v1 001-004 are single issues, not collections",Wahcommo v1 001 (2021) (digital) (Mr Norrell-Empire).cbr
21011,21279,Warlord of Mars: Dejah Thoris,label-ambiguous,the cv row on Green Men of Mars Vol. 03 is a Vampire Men of Saturn book,Warlord of Mars - Dejah Thoris and the Green Men of Mars Vol. 03 - Red Trigger (2014) (Digital TPB) (DR & Quinch-Empire).cbr
19700,21290,Warriors of Plasm,label-ambiguous,"Plasm 000 (from Previews) is a single issue, not a collection",Plasm 000 (from Previews v3 006) (1993) (Fett-HaCsA).cbr
85397,21354,Weapon H,label-ambiguous,items 103587/85397 and 103588/85398 are duplicate copies of vols 1-2,Weapon H Vol. 01 - AWOL (2018) (Digital) (Zone-Empire).cbr
118892,21357,Weapon X,label-ambiguous,items 85421 and 118892 are duplicate copies of Vol. 01 - Weapons of Mutant Destruction Prelude,Weapon X Vol. 01 - Weapons of Mutant Destruction Prelude (2017) (Digital) (Kileko-Empire).cbr
87322,66237,Web of Spider-Man,label-ambiguous,"Web of Spider-man v1 047 and v1 048 are single issues, not collections",Web of Spider-man v1 047 (1989) (Minutemen-Syl3ntBob).cbz
95819,66237,Web of Spider-Man,label-ambiguous,the cv row on the Epic Collection book is a Maximum Carnage book and the locg block is junk,"Amazing Spider-Man Epic Collection Vol. 28 - Web of Life, Web of Death 001 (2025) (digital) (Marika-Empire).cbz"
95569,21377,Web Warriors of the Spider-Verse,label-ambiguous,items 103590/95569 and 103591/95570 are duplicate copies of vols 1-2,Web Warriors of the Spider-Verse Vol. 01 - Electroverse (2016) (Digital) (F) (Kileko-Empire).cbz
41293,21392,Weekly Shonen Jump,label-ambiguous,"Weekly Shonen Jump Vol. 181-234 are magazine issues, not collections",[HorribleScans] Weekly Shonen Jump - Vol. 181.cbz
22796,21399,Weird Science,label-ambiguous,the cv row on v03 is the Volume 4 book,The EC Archives - Weird Science v03 (2024) (Digital-Empire).cbr
103598,21428,Werewolf by Night,label-ambiguous,"Werewolf By Night v2 01-06 are single issues, not collections",Werewolf By Night v2 01 (1998).cbz
115978,21451,Wetworks,label-ambiguous,"Wetworks v2 01 is a single issue, not a collection",Wetworks v2 01 (2006) (eclipse-DCP).cbz
97533,21522,What If...?,label-ambiguous,"the What If v1 and v2 items are single issues, not collections",What If V2 055 ..The Avengers Lost Operation Galactic Storm Pt. 1.cbr
118142,21571,Where Monsters Dwell,label-ambiguous,"Where Monsters Dwell v2 001-005 are single issues, not collections",Where Monsters Dwell Vol 2 001 (2015) (Digital) (TLK-EMPIRE-HD).cbr
115979,21669,Wildcats,label-ambiguous,"Wildcats v4 01 is a single issue, not a collection",Wildcats v4 01 (2006) (RIP-ODB).cbr
77309,21718,Winter Soldier,label-ambiguous,the cv row on Vol. 01 is a German Megaband edition,Winter Soldier Vol. 01 - The Longest Winter (2012) (digital) (Minutemen-Slayer).cbr
32030,21724,Winterworld,label-ambiguous,"Winterworld v2 000-007 are single issues, not collections",Winterworld v2 000 (2015) (digital-Empire).cbr
118863,21879,Wolverine & the X-Men,label-ambiguous,items 85481 and 118863 are duplicate copies of Vol. 02 - Death of Wolverine,Wolverine and the X-Men Vol. 02 - Death of Wolverine (2015) (Digital) (Kileko-Empire).cbz
90317,66293,Wolverine (1989),label-ambiguous,"the Wolverine v3 items are single issues, not collections",004 Wolverine v3 032 (B&W).cbr
97916,21885,Wolverine by Benjamin Percy,label-ambiguous,the gcd row on Vol. 01 is a Sabretooth War book,Wolverine by Benjamin Percy Vol. 01 (2021) (Digital) (Kileko-Empire).cbz
97812,21814,Wolverine: Origins,label-ambiguous,the cv rows match Wolverine by Daniel Way Complete Collection books,Wolverine Origins Vol. 01 - Born In Blood (2007) (Digital) (Kileko-Empire).cbr
118048,21934,Wolverines,label-ambiguous,"items 97884/118048, 97885/118049, 97886/118050 and 97887/118051 are duplicate copies of vols 1-4",Wolverines Vol. 01 - Dancing With The Devil (2015) (Digital) (Asgard-Empire).cbr
76502,22070,World's Finest,label-ambiguous,"World's Finest v4 01-04 are single issues, not collections",World's Finest v4 01 (of 04) (2009) (2 covers) (Mintemen-DTermined).cbr
85668,66333,X-Factor (1986),label-ambiguous,the cv rows on vols 1-4 are X-Factor Visionaries books,X-Factor Vol. 01 - The Longest Night (2007) (Digital) (Asgard-Empire).cbr
89522,66333,X-Factor (1986),label-ambiguous,"the X-Factor v2 items are single issues, not collections",001 X-Factor v2 001.cbr
88458,22176,X-Force,label-ambiguous,"the X-Force v1 059-090 items are single issues, not collections",001 X-Force v1 059.cbz
118148,22222,X-Men '92,label-ambiguous,items 86044 and 118148 are duplicate copies of Vol. 01 - The World Is A Vampire,X-Men '92 Vol. 01 - The World Is A Vampire (2016) (Digital) (F) (Kileko-Empire).cbz
86557,66349,X-Men (1997),label-ambiguous,"the Uncanny X-Men v1 items are 0 pp single-issue files, not collections",002 Uncanny X-Men-V1-067.cbr
87213,22337,X-Men Archives Featuring Captain Britain,label-ambiguous,"X-Men Archives featuring Captain Britain 003 and 007 are single issues, not collections",006 X-Men Archives featuring Captain Britain v1 003[1995-09].cbr
86419,22358,X-Men Epic Collection: The Brood Saga,label-ambiguous,items 86419 and 86440 are the same Brood Saga volume under two names,New Mutants Epic Collection Vol. 09 - The Brood Saga (2023) (Digital-Empire).cbz
86092,22403,X-Men Origins: The Complete Collection,label-ambiguous,items 86312 and 86092 are duplicate copies of the Complete Collection,X-Men Origins - The Complete Collection (2019) (Digital) (Kileko-Empire).cbz
88513,66376,X-Men Unlimited,label-ambiguous,"the X-Men Unlimited v1 items are single issues, not collections",007 X-Men Unlimited v1 013.cbr
117880,22418,X-Men vs. Apocalypse,label-ambiguous,items 93103/117880 and 93104/117881 are duplicate copies of vols 1-2,X-Men Vs. Apocalypse Vol. 01 - The Twelve (2014) (Digital) (Kileko-Empire.cbr
92976,22307,X-Men: The Animated Series - The Adaptations Omnibus,label-ambiguous,items 86104 and 92976 are duplicate copies of The Adaptations Omnibus,X-Men - The Animated Series - The Adaptations Omnibus (2023) (Digital) (Kileko-Empire).cbz
111998,64040,X-O Manowar Classic,label-ambiguous,items 111138 and 111998 are duplicate copies of Classic Omnibus Book 01,X-O Manowar Classic Omnibus Book 01 (2014) (digital) (Son of Ultron-Empire).cbr
8798,22649,Year Zero,label-ambiguous,"Year Zero - Volume 0 01-05 are single issues, not collections",Year Zero - Volume 0 01 (of 05) (2022) (digital) (Son of Ultron-Empire).cbr
53288,22687,Young Avengers,label-ambiguous,the cv row on Vol. 01 is the 2005 Sidekicks book,Young Avengers Vol. 01 - Style - Substance (2013) (Digital) (F) (Kileko-Empire).cbz
76572,22701,Young Justice,label-ambiguous,"items 76554/76572, 76552/76570 and 76553/76571 are duplicate copies of Books 01-03",Young Justice Book 03 (2018) (digital) (Son of Ultron-Empire).cbr
34442,66412,Youngblood,label-ambiguous,"Youngblood v4 001-005 are single issues, not collections",Youngblood v4 001 (2008) (Minutemen-Zone).cbr
98164,22798,Zip,label-ambiguous,"Zip v14 07 is a magazine issue, not a collection",Zip v14 07 (1968) (Humorama-Timely) (c2c) (ADULT) (ComicsCastle).cbz
108331,22834,Zombies vs Cheerleaders,label-ambiguous,"Zombies Vs Cheerleaders v2 001-003 are single issues, not collections",Zombies Vs Cheerleaders v2 001 (2013) (c2c) (TLK-EMPIRE).cbr
108340,66426,Zoot!,label-ambiguous,"Zoot! v02 001-003 are single issues, not collections",Zoot! v02 001 (2019) (digital-Empire).cbz
7972,22854,Zorro Masters,label-ambiguous,"Zorro Masters v2 001 is a single issue, not a collection",Zorro Masters v2 001 (2022) (digital) (Son of Ultron-Empire).cbr
7511,1212,Archie,overlap-in-series,the 2015 relaunch's #1-32 (six curated rows) sit in the same Series as the 1942 run's own #1-32 issue files - a de-dup on those spans would delete the wrong files,Archie Vol. 01 - The New Riverdale (2016) (digital) (Son of Ultron-Empire).cbr
110032,36397,Assassin's Creed,overlap-in-series,two Assassin's Creed ladders each contribute a Vol. 01,Assassin's Creed - Uprising v01 - Common Ground (2017) (Digital-Empire).cbr
13282,1810,Baltimore,overlap-in-series,"nine curated rows number the trades #1-40 continuously, but the Series' own issue files are #1-5 repeated across separate minis",Baltimore Vol. 01 - The Plague Ships (2011) (Digital) (Zone-Empire).cbr
58970,1868,Batgirl,overlap-in-series,curated rows give three different Vol. 01s the range #1-6 / #1-12 inside one Series,Batgirl Vol. 01 - The Darkest Reflection (2011) (Digital TPB) (Nahga-Empire).cbr
59477,2139,Batman and Robin,overlap-in-series,three runs each contribute a Vol. 01 numbered from #1,Batman and Robin Vol. 01 - Father and Son (2024) (digital) (Son of Ultron-Empire).cbr
59587,2079,Batman Beyond,overlap-in-series,three separate runs each contribute a Vol. 01 with a range starting at #1,Batman Beyond Vol. 01 - Brave New Worlds (2016) (digital) (Son of Ultron-Empire).cbr
62415,2179,Batman Incorporated,overlap-in-series,three runs each contribute a Vol. 01 numbered from #1,Batman Incorporated Vol. 01 - No More Teachers (2023) (digital) (Son of Ultron-Empire).cbr
62932,2359,Batwoman,overlap-in-series,"""The Many Arms of Death"" #1-6 (2017) and ""Hydrology"" #0-5 (New 52) are different runs in one Series",Batwoman Vol. 01 - The Many Arms of Death (2017) (digital) (Son of Ultron-Empire).cbr
63042,2613,Birds of Prey,overlap-in-series,four separate runs each contribute a Vol. 01 with a curated range starting at #1,Birds of Prey Vol. 01 - Megadeath (2024) (digital) (Son of Ultron-Empire).cbr
76067,2741,Black Panther,overlap-in-series,"""Who Is The Black Panther"" (2005) and Coates Vol. 06 both carry a curated #1-6",Black Panther - Who Is The Black Panther (2009) (Digital TPB) (F) (Kileko-Empire).cbz
76639,2795,Black Widow,overlap-in-series,"gcd gives ""The Tightly Tangled Web"" (2014) and ""No More Secrets"" (2016) the same #7-12",Black Widow Vol. 02 - No More Secrets (2017) (Digital) (Zone-Empire).cbr
77285,3398,Captain America,overlap-in-series,eight separate runs each contribute a Vol. 01 with a curated range starting at #1,Captain America Vol. 01 - Winter in America (2019) (Digital) (Zone-Empire).cbr
77711,3617,Carnage,overlap-in-series,three Carnage runs each contribute a Vol. 01 that gcd numbers from #1,Carnage Vol. 01 - In The Court Of Crimson (2022) (Digital) (Kileko-Empire).cbz
77726,3742,Champions,overlap-in-series,"""Change the World"" (2016) and ""Outlawed"" (2020) both carry gcd #1-5",Champions Vol. 01 - Outlawed (2021) (Digital) (Relic-Empire).cbz
78338,4112,Conan the Barbarian,overlap-in-series,"three Vol. 01s in one Series, each numbered from #1",03 Conan the Barbarian by Jim Zub Vol. 01 - Into the Crucible (2021) (Digital) (Bean-Empire).cbz
63888,4488,Cyborg,overlap-in-series,"""Unplugged"" (2015) and ""The Imitation of Life"" (2016) are different runs both numbered from #1",Cyborg Vol. 01 - The Imitation of Life (2017) (digital) (Son of Ultron-Empire).cbr
46977,4784,Daredevil,overlap-in-series,curated rows put the Frank Miller books at #158-233 while cv offers #1-11 and #22-32 for the same shelf,"Daredevil by Frank Miller Omnibus Companion (2023, 3rd edition) (Digital-Empire).cbr"
103700,4980,Darth Vader,overlap-in-series,"the 2015, 2017 and 2020 Darth Vader runs share one Series, each numbered from #1",Darth Vader Vol. 01 - Imperial Machine (2018) (Digital) (Kileko-Empire).cbr
64313,5267,Deathstroke volume 1,overlap-in-series,four separate Deathstroke runs each contribute a Vol. 01,Deathstroke Vol. 01 - Gods of War (2015) (Digital) (Zone-Empire).cbr
61408,5409,Detective Comics,overlap-in-series,"five separate Vol. 01s (2012, 2017, 2021, 2023, 2024) sit in one Series numbered #1-1093",Detective Comics Vol. 01 - Rise of the Batmen (2017) (Digital) (Zone-Empire).cbr
54880,5981,Earth,overlap-in-series,"Earth 2, Earth 2: Society and World's End share this Series, each with a Vol. 01",Earth 2 - Society Vol. 01 - Planetfall (2016) (digital) (Son of Ultron-Empire).cbr
32709,6080,Elephantmen,overlap-in-series,"three trade ladders (Vol. NN, 2260 Vol. NN, Mammoth Book NN) share one Series",Elephantmen - 2260 Vol. 01 - Memories of the Future (2014) (Digital) (DR & Quinch-Empire).cbr
12921,6147,Empowered,overlap-in-series,"three Empowered ladders (Vol. NN, Unchained, Omnibus Book NN) share one Series",Empowered Unchained Vol. 01 (2015) (digital) (The Magicians-Empire).cbr
84469,6284,Excalibur,overlap-in-series,"four Excalibur ladders share one Series, each with a Vol. 01",Excalibur Vol. 01 - Forging The Sword (2004) (Digital) (Kileko-Empire).cbr
84501,6312,Exiles,overlap-in-series,"three Vol. 01s (2001, 2018 and the Ultimate Collection ladder) sit in one Series",Exiles Vol. 01 - Test Of Time (2018) (Digital) (Kileko-Empire).cbz
36675,7094,G.I. Joe - A Real American Hero,overlap-in-series,"the 1982 run, the 2001 v2 and the 2024 relaunch each contribute a Vol. 01",G.I. Joe - A Real American Hero Vol. 01 (2024) (digital) (Knight Ripper-Empire).cbr
84644,7339,Generation X,overlap-in-series,the 1994 run and the 2017 relaunch both contribute a Vol. 01 numbered from #1,Generation X Vol. 01 - Natural Selection (2017) (Digital) (F) (Zone-Empire).cbr
80255,7436,Ghost Rider,overlap-in-series,"three ladders, each with a Vol. 01, share this Series",Ghost Rider - Danny Ketch Epic Collection v01 - Vengeance Reborn (2023) (Digital) (dekabro-Empire).cbz
30591,7474,Ghostbusters,overlap-in-series,"the 2011 and 2013 Ghostbusters runs share this Series, both numbered from #1",Ghostbusters Vol. 05 - The New Ghostbusters (2013) (Digital) (Kileko-Empire).cbr
64818,1165,Green Arrow,overlap-in-series,"the Grell-era ladder (#29-72) and the New 52 ladder (#41-47, #48-52) are different runs sharing one Series, so their spans overlap",Green Arrow v08 - The Night Birds (2016) (Digital) (Zone-Empire).cbr
22008,7899,Green Hornet,overlap-in-series,three Green Hornet ladders each contribute a Vol. 01 numbered from #1,The Green Hornet - Year One Vol. 01 - The Sting of Justice (2012) (digital) (Minutemen-Slayer).cbr
65464,7938,Green Lantern Corps,overlap-in-series,four Green Lantern Corps ladders each contribute a Vol. 01,Green Lantern Corps Vol. 01 - The Lost Army (2016) (digital) (Son of Ultron-Empire).cbr
80319,8138,Guardians of the Galaxy,overlap-in-series,the 2019 and 2023 runs each contribute a Vol. 01 numbered from #1,Guardians Of The Galaxy v01 - Grootfall (2023) (Digital) (Shan-Empire).cbz
65740,8349,Harley Quinn,overlap-in-series,five Harley Quinn ladders each contribute a Vol. 01 numbered from #1,Harley Quinn Vol. 01 - No Good Deed (2022) (digital) (Son of Ultron-Empire).cbr
80401,8447,Hawkeye,overlap-in-series,Vol. 06 gcd 1-6 collides with Vol. 01 gcd 1-5,Hawkeye Vol. 06 - Hawkeyes (2016) (Digital) (F) (Zone-Empire).cbr
27689,8477,He-Man and the Masters of the Universe,overlap-in-series,"the 2012 mini and the 2013 ongoing share this Series, both numbered from #1",He-Man and the Masters of the Universe Vol. 01 (2020) (Digital) (Bean-Empire).cbz
99374,8861,Heroes for Hire,overlap-in-series,three Heroes for Hire ladders each contribute a Vol. 01 numbered from #1,Heroes for Hire Vol. 01 - Control (2011) (Digital) (Asgard-Empire).cbr
80449,9058,Howard the Duck,overlap-in-series,"Vol. 00 and Vol. 01 both start at #1 in the 2015 relaunch, over the 1976 run's numbering",Howard the Duck Vol. 01 - Duck Hunt (2016) (Digital) (Zone-Empire).cbr
33874,9190,I Hate Fairyland,overlap-in-series,the 2022 relaunch's Vol. 05-06 repeat gcd 1-5 and 6-10 over the 2015 run,I Hate Fairyland Vol. 05 - Gert's Inferno (2023) (Digital) (XRA-Empire).cbz
47924,9373,Incredible Hulk,overlap-in-series,three Incredible Hulk ladders each contribute a Vol. 01,Incredible Hulk Vol. 01 - Age of Monsters (2024) (Digital) (Shan-Empire).cbz
82009,9539,Invincible Iron Man,overlap-in-series,three Invincible Iron Man ladders each contribute a Vol. 01,Invincible Iron Man Vol. 01 - Reboot (2016) (Digital) (BroadCast-Empire).cbz
81462,9560,Iron Fist,overlap-in-series,the 2017 Vol. 01 gcd 1-5 collides with the 1975 run the Series holds,Iron Fist Vol. 01 - The Trial of the Seven Masters (2017) (Digital) (Zone-Empire).cbr
48028,9575,Iron Man Epic Collection,overlap-in-series,six Iron Man ladders each contribute a Vol. 01 numbered from #1,Iron Man Vol. 01 - Big Iron (2021) (Digital-Empire).cbr
21900,9766,James Bond,overlap-in-series,three James Bond ladders each contribute a Vol. 01 numbered from #1,"James Bond - 007, Book 01 - Myrmidon (2024) (digital) (The Magicians-Empire).cbr"
21202,9810,Jennifer Blood,overlap-in-series,the 2011 run and the 2021 relaunch both contribute a Vol. 01,Jennifer Blood v01 (2022) (Digital) (DR & Quinch-Empire).cbr
19487,57842,John Constantine - Hellblazer,overlap-in-series,two Hellblazer ladders each contribute a Vol. 01,John Constantine - Hellblazer Vol. 01 - Marks of Woe (2020) (digital) (Son of Ultron-Empire).cbr
4486,10002,Judge Dredd,overlap-in-series,four Judge Dredd ladders each contribute a Vol. 01,Essential Judge Dredd Vol. 01 - America (2020) (digital) (Torquemada).cbr
8154,10049,Jughead,overlap-in-series,the 2015 Vol. 01 collides with the 1987 run the Series holds,Jughead Vol. 01 (2016) (digital) (Son of Ultron-Empire).cbr
67469,10105,Justice League,overlap-in-series,five Justice League ladders each contribute a Vol. 01 numbered from #1,Justice League Vol. 01 - The Extinction Machines (2016) (digital) (Minutemen-Thoth).cbz
67014,10127,Justice League Dark,overlap-in-series,the 2018 Vol. 01 gcd 1-7 collides with the 2011 Vol. 01 gcd 1-6,Justice League Dark Vol. 01 - The Last Age of Magic (2019) (digital) (Son of Ultron-Empire).cbr
67089,10137,Justice League International,overlap-in-series,the 2011 Vol. 01 gcd 1-6 collides with the 1987 reprint ladder,Justice League International Vol. 01 - The Signal Masters (2012) (Digital) (Zone-Empire).cbr
67327,10154,Justice League of America,overlap-in-series,four Justice League of America ladders each contribute a Vol. 01,Justice League of America Vol. 01 - The Extremists (2017) (Digital) (Zone-Empire).cbr
68044,10690,Legion of Super-Heroes,overlap-in-series,four Legion ladders each contribute a Vol. 01 numbered from #1,Legion of Super-Heroes Vol. 01 - The Choice (2011) (digital) (OkC.O.M.P.U.T.O.-Novus-HD).cbz
68047,17151,Legion of Super-Heroes,overlap-in-series,several Legion of Super-Heroes ladders each contribute a Vol. 01,Legion of Super-Heroes Vol. 01 - Hostile World (2012) (Digital) (Zone-Empire).cbr
68158,10820,Lobo,overlap-in-series,the 2014 Vol. 01 gcd 1-6 collides with the 1993 run the Series holds,Lobo Vol. 01 - Targets (2015) (Digital) (Zone-Empire).cbr
112833,11044,Lucifer,overlap-in-series,three Lucifer ladders each contribute a Vol. 01 numbered from #1,Lucifer Vol. 01 - The Infernal Comedy (2019) (digital) (Son of Ultron-Empire).cbr
84722,11280,Marauders,overlap-in-series,the Orlando Vol. 01 cv 1-6 collides with the Duggan run the Series holds,Marauders by Steve Orlando Vol. 01 (2023) (Digital) (Kileko-Empire).cbz
79780,11631,Marvel Two-in-One,overlap-in-series,the 2017 relaunch restarts at #1 over the 1974 run the Series holds,Marvel Two-In-One Vol. 01 - Fate of the Four (2018) (Digital) (Zone-Empire).cbr
68417,12032,Midnighter,overlap-in-series,the 2015 Vol. 01 gcd 1-7 collides with the 2007 run the Series holds,Midnighter Vol. 01 - Out (2016) (digital) (Son of Ultron-Empire).cbr
48142,12076,Miles Morales - Spider-Man,overlap-in-series,two Miles Morales ladders each contribute a Vol. 01,Miles Morales - Spider-Man Vol. 01 - Trial by Spider (2023) (Digital-Empire).cbr
83722,12330,Moon Knight,overlap-in-series,five Moon Knight ladders each contribute a Vol. 01 numbered from #1,Moon Knight Vol. 01 - The Midnight Mission (2022) (Digital) (Asgard-Empire).cbz
83753,12433,Ms. Marvel,overlap-in-series,the 2014 Vol. 01 gcd 1-5 collides with the 2006 run the Series holds,Ms. Marvel Vol. 01 - No Normal (2014) (Digital) (Kileko-Empire).cbr
31050,12536,My Little Pony,overlap-in-series,the 2022 relaunch restarts at #1 over the Animated ladder,My Little Pony v01 - Big Horseshoes to Fill (2023) (digital) (Salem-Empire).cbr
