# shelf	signal	detail   (reprobe_cvmissing.py, TOOLS_TODO 32; feed: next_batch.py --s2-file)
S19031	g	provider-missing: CV 23818 "Mateki: The Magic Flute" 2008 Radical Publishing 1 issues — far (gap 18), found by 'Mateki: The Magic Flute' (via CV candidate name "Mateki: The Magic Flute"); invisible before TODO 30
S19048	g	provider-missing: CV 94146 "Uncanny Avengers: Unity: The Man Who Fell To Earth" 2016 Marvel 1 issues — far (gap 6), found by 'Uncanny Avengers: Unity: The Man Who Fell To Earth' (via CV candidate name "Uncanny Avengers: Unity: The Man Who Fell To Earth"); invisible before TODO 30
S19048	g	provider-missing: CV 50169 "X-Man: The Man Who Fell to Earth" 2012 Marvel 1 issues — far (gap 10), found by 'X-Man: The Man Who Fell to Earth' (via CV candidate name "X-Man: The Man Who Fell to Earth"); invisible before TODO 30
S19049	g	provider-missing: CV 94297 "Velvet: The Man Who Stole The World" 2016 Image 1 issues — far (gap 5), found by 'Velvet: The Man Who Stole The World' (via CV candidate name "Velvet: The Man Who Stole The World"); invisible before TODO 30
S19053	g	provider-missing: CV 49164 "Tales from the Great Book" 1962 Saalfield Publishing Company 1 issues — far (gap 55), found by 'Tales from the Great Book' (via CV candidate name "Tales from the Great Book"); invisible before TODO 30
S19053	g	provider-missing: CV 24737 "Tales From The Great Book" 1955 Eastern Color 4 issues — far (gap 62), found by 'Tales from the Great Book' (via CV candidate name "Tales from the Great Book"); invisible before TODO 30
S19054	g	S cv=-+provider-missing: CV 58331 "The Man in the Brown Suit" 2007 HarperCollins 1 issues — far (gap 16), found by 'The Man in the Brown Suit' (via CV candidate name "The Man in the Brown Suit"); invisible before TODO 30
S19054	g	S cv=-+provider-missing: CV 46273 "The Best of Drawn & Quarterly" 1993 Drawn & Quarterly 1 issues — far (gap 30), found by 'The Best of Drawn & Quarterly' (via CV candidate name "The Best of Drawn & Quarterly"); invisible before TODO 30
S19072	g	provider-missing: CV 44217 "The Art of Marvel" 2003 Marvel 1 issues — far (gap 18), found by 'The Art of Marvel' (via CV candidate name "The Art of Marvel"); invisible before TODO 30
S19073	g	provider-missing: CV 117080 "The Savage Sword of Conan" 2019 Marvel 12 issues — near (gap 1), found by 'Savage Sword of Conan' (via CV candidate name "Savage Sword of Conan"); invisible before TODO 30
S19073	g	provider-missing: CV 133719 "Savage Sword of Conan" 2019 Panini Verlag 2 issues — near (gap 1), found by 'Savage Sword of Conan' (via CV candidate name "Savage Sword of Conan"); invisible before TODO 30
S19073	g	provider-missing: CV 120279 "The Savage Sword Of Conan " 2017 Hachette 4 issues — far (gap 3), found by 'Savage Sword of Conan' (via CV candidate name "Savage Sword of Conan"); invisible before TODO 30
S19073	g	provider-missing: CV 157073 "The Savage Sword of Conan" 2024 Titan Comics 11 issues — far (gap 4), found by 'Savage Sword of Conan' (via CV candidate name "Savage Sword of Conan"); invisible before TODO 30
S19073	g	provider-missing: CV 21975 "The Savage Sword of Conan" 2007 Dark Horse Comics 22 issues — far (gap 13), found by 'Savage Sword of Conan' (via CV candidate name "Savage Sword of Conan"); invisible before TODO 30
S19073	g	provider-missing: CV 47760 "Savage Sword of Conan" 1977 Marvel UK/Panini UK 93 issues — far (gap 43), found by 'Savage Sword of Conan' (via CV candidate name "Savage Sword of Conan"); invisible before TODO 30
S19074	g	provider-missing: CV 121087 "The Marvel Art of Joe Quesada" 2019 Marvel 1 issues — near (gap 0), found by 'The Marvel Art of Joe Quesada' (via CV candidate name "The Marvel Art of Joe Quesada"); invisible before TODO 30
S19074	g	provider-missing: CV 44217 "The Art of Marvel" 2003 Marvel 1 issues — far (gap 16), found by 'The Art of Marvel' (via CV candidate name "The Art of Marvel"); invisible before TODO 30
S19120	g	S cv=-: CV 156928 "The Michael Moorcock Library The Multiverse" ? Titan Comics 2 issues — far, found by 'The Michael Moorcock Library The Multiverse' (via CV candidate name "The Michael Moorcock Library The Multiverse"); invisible before TODO 30
S19122	g	S cv=-: CV 53244 "The Swords of Heaven, the Flowers of Hell" 1979 Heavy Metal 1 issues — far (gap 39), found by 'The Swords of Heaven, the Flowers of Hell' (via CV candidate name "The Swords of Heaven, the Flowers of Hell"); invisible before TODO 30
S19142	g	provider-missing: CV 72322 "Patrick in A Teddy Bear's Picnic and Other Stories" 2010 Toon Books 1 issues — far (gap 7), found by 'Patrick in A Teddy Bear's Picnic and Other Stories' (via CV candidate name "Patrick in A Teddy Bear's Picnic and Other Stories"); invisible before TODO 30
S19147	g	S cv=-+provider-missing: CV 139600 "The Electric Black: The Dark Caravan" 2021 Scout Comics 1 issues — near (gap 0), found by 'The Electric Black: The Dark Caravan' (via CV candidate name "The Electric Black: The Dark Caravan"); invisible before TODO 30
S19147	g	S cv=-+provider-missing: CV 110635 "Scout Comics Presents: The Mall" 2018 Scout Comics 1 issues — far (gap 3), found by 'Scout Comics Presents: The Mall' (via CV candidate name "Scout Comics Presents: The Mall"); invisible before TODO 30
S19152	g	provider-missing: CV 127279 "Tales of the Mist" 2020 Europe Comics 1 issues — far (gap 3), found by 'Tales of the Mist' (via CV candidate name "Tales of the Mist"); invisible before TODO 30
S19152	g	provider-missing: CV 45394 "Black Mist: Anguish of the Mist" 1995 Caliber Comics 1 issues — far (gap 28), found by 'Black Mist: Anguish of the Mist' (via CV candidate name "Black Mist: Anguish of the Mist"); invisible before TODO 30
S19162	g	provider-missing: CV 48656 "Hand of the Morningstar" ? HarperCollins 6 issues — far, found by 'Hand of the Morningstar' (via CV candidate name "Hand of the Morningstar"); invisible before TODO 30
S19163	g	provider-missing: CV 65351 "Most Important Thing and Other Stories" 1995 Fantagraphics 1 issues — far (gap 26), found by 'Most Important Thing and Other Stories' (via CV candidate name "Most Important Thing and Other Stories"); invisible before TODO 30
S19166	g	provider-missing: CV 41833 "At the Mountains of Madness" 2010 SelfMadeHero 1 issues — far (gap 10), found by 'At the Mountains of Madness' (via CV candidate name "At the Mountains of Madness"); invisible before TODO 30
S19180	g	provider-missing: CV 148786 "A.R.C." 2023 Image 1 issues — near (gap 1), found by 'A.R.C.' (via CV candidate name "A.R.C."); invisible before TODO 30
S19182	g	S cv=-+provider-missing: CV 123790 "The Book of Esther: Word for Word Bible Comic" 2019 Word For Word Bible Comics 1 issues — far (gap 5), found by 'The Book of Esther: Word for Word Bible Comic' (via CV candidate name "The Book of Esther: Word for Word Bible Comic"); invisible before TODO 30
S19182	g	S cv=-+provider-missing: CV 104185 "The Word For Word Bible Comic: The Book of Joshua" 2017 Word For Word Bible Comics 1 issues — far (gap 7), found by 'The Word For Word Bible Comic: The Book of Joshua' (via CV candidate name "The Word For Word Bible Comic: The Book of Joshua"); invisible before TODO 30
S19183	g	S cv=-+provider-missing: CV 87998 "Naked Man Comics: Naked and The City" 2016 Mythos Imprint 1 issues — far (gap 7), found by 'Naked Man Comics: Naked and The City' (via CV candidate name "Naked Man Comics: Naked and The City"); invisible before TODO 30
S19183	g	S cv=-+provider-missing: CV 46273 "The Best of Drawn & Quarterly" 1993 Drawn & Quarterly 1 issues — far (gap 30), found by 'The Best of Drawn & Quarterly' (via CV candidate name "The Best of Drawn & Quarterly"); invisible before TODO 30
S19184	g	provider-missing: CV 38204 "Black Widow: The Name of the Rose" 2010 Marvel 1 issues — far (gap 13), found by 'Black Widow: The Name of the Rose' (via CV candidate name "Black Widow: The Name of the Rose"); invisible before TODO 30
S19203	g	provider-missing: CV 95593 "Girl Over Paris: The Graphic Novel" 2016 Jet City Comics 1 issues — far (gap 8), found by 'Girl Over Paris: The Graphic Novel' (via CV candidate name "Girl Over Paris: The Graphic Novel"); invisible before TODO 30
S19203	g	provider-missing: CV 60573 "New Moon: The Graphic Novel" 2013 Yen Press 1 issues — far (gap 11), found by 'New Moon: The Graphic Novel' (via CV candidate name "New Moon: The Graphic Novel"); invisible before TODO 30
S19203	g	provider-missing: CV 50884 "The Girl Who Owned a City: The Graphic Novel" 2012 Lerner Publishing Group 1 issues — far (gap 12), found by 'The Girl Who Owned a City: The Graphic Novel' (via CV candidate name "The Girl Who Owned a City: The Graphic Novel"); invisible before TODO 30
S19239	g	provider-missing: CV 57366 "The Art of Boom! Studios" 2010 Boom! Studios 1 issues — far (gap 7), found by 'The Art of Boom! Studios' (via CV candidate name "The Art of Boom! Studios"); invisible before TODO 30
S19246	g	S cv=-+provider-missing: CV 125230 "Cities of Magick" 2020 Scout Comics 5 issues — far (gap 32), found by 'Cities of Magick' (via CV candidate name "Cities of Magick"); invisible before TODO 30
S19250	g	provider-missing: CV 68895 "Tales of October" 2007 Fool's Gold Press 1 issues — far (gap 5), found by 'Tales of October' (via CV candidate name "Tales of October"); invisible before TODO 30
S19274	g	provider-missing: CV 58456 "The Last Convert of John Harper" 2013 Kingstone Comics 1 issues — far (gap 10), found by 'The Last Convert of John Harper' (via CV candidate name "The Last Convert of John Harper"); invisible before TODO 30
S19274	g	provider-missing: CV 49847 "Deathlok: The Living Nightmare of Michael Collins" 2012 Marvel 1 issues — far (gap 11), found by 'Deathlok: The Living Nightmare of Michael Collins' (via CV candidate name "Deathlok: The Living Nightmare of Michael Collins"); invisible before TODO 30
S19278	g	S cv=-+provider-missing: CV 32214 "Twilight: The Graphic Novel" 2010 Yen Press 2 issues — far (gap 14), found by 'Twilight: The Graphic Novel' (via CV candidate name "Twilight: The Graphic Novel"); invisible before TODO 30
S19287	g	provider-missing: CV 77509 "Feed the Beast" 2014 Modesty Comics 1 issues — far (gap 6), found by 'Feed the Beast' (via CV candidate name "Feed the Beast"); invisible before TODO 30
S19287	g	provider-missing: CV 20054 "Buffy The Vampire Slayer: Panel to Panel" 2007 Dark Horse Comics 1 issues — far (gap 13), found by 'Buffy The Vampire Slayer: Panel to Panel' (via CV candidate name "Buffy The Vampire Slayer: Panel to Panel"); invisible before TODO 30
S19296	g	provider-missing: CV 149714 "The Order of the Stick: Snips, Snails, and Dragon Tales" 2011 Giant in the Playground 1 issues — near (gap 1), found by 'The Order of the Stick: Snips, Snails, and Dragon Tales' (via CV candidate name "The Order of the Stick: Snips, Snails, and Dragon Tales"); invisible before TODO 30
S19296	g	provider-missing: CV 86843 "The Order of the Stick" 2005 Giant in the Playground 10 issues — far (gap 7), found by 'The Order of the Stick' (via CV candidate name "The Order of the Stick"); invisible before TODO 30
S19312	g	provider-missing: CV 109280 "The Dream of Jerusalem" 2018 Europe Comics 4 issues — far (gap 5), found by 'The Dream of Jerusalem' (via CV candidate name "The Dream of Jerusalem"); invisible before TODO 30
S19312	g	provider-missing: CV 60304 "Jerusalem: The Story of A City and A Family" 2013 St. Martin's Press 1 issues — far (gap 10), found by 'Jerusalem: The Story of A City and A Family' (via CV candidate name "Jerusalem: The Story of A City and A Family"); invisible before TODO 30
S19314	g	provider-missing: CV 130528 "The Other Side of the Border" 2020 Europe Comics 1 issues — far (gap 4), found by 'The Other Side of the Border' (via CV candidate name "The Other Side of the Border"); invisible before TODO 30
S19327	g	provider-missing: CV 158403 "Beyond the Pale" 2024 Dark Horse Comics 4 issues — near (gap 0), found by 'Beyond the Pale' (via CV candidate name "Beyond the Pale"); invisible before TODO 30
S19335	g	provider-missing: CV 43400 "Disney Movies The Graphic Novels" 2010 Disney 25 issues — far (gap 9), found by 'Disney Movies The Graphic Novels' (via CV candidate name "Disney Movies The Graphic Novels"); invisible before TODO 30
S19380	g	provider-missing: CV 43400 "Disney Movies The Graphic Novels" 2010 Disney 25 issues — far (gap 8), found by 'Disney Movies The Graphic Novels' (via CV candidate name "Disney Movies The Graphic Novels"); invisible before TODO 30
S19382	g	provider-missing: CV 57366 "The Art of Boom! Studios" 2010 Boom! Studios 1 issues — far (gap 11), found by 'The Art of Boom! Studios' (via CV candidate name "The Art of Boom! Studios"); invisible before TODO 30
S19396	g	S cv=-+provider-missing: CV 113892 "Marvel Studios: The Visual Dictionary" 2018 DK Publishing 1 issues — far (gap 2), found by 'Marvel Studios: The Visual Dictionary' (via CV candidate name "Marvel Studios: The Visual Dictionary"); invisible before TODO 30
S19396	g	S cv=-+provider-missing: CV 57366 "The Art of Boom! Studios" 2010 Boom! Studios 1 issues — far (gap 10), found by 'The Art of Boom! Studios' (via CV candidate name "The Art of Boom! Studios"); invisible before TODO 30
S19412	g	S cv=-+provider-missing: CV 107372 "Thanos: The God Quarry" 2017 Marvel 1 issues — far (gap 6), found by 'Thanos: The God Quarry' (via CV candidate name "Thanos: The God Quarry"); invisible before TODO 30
S19421	g	provider-missing: CV 60485 "Century of Comics" 1933 Eastern Color 1 issues — far (gap 90), found by 'Century of Comics' (via CV candidate name "Century of Comics"); invisible before TODO 30
S19434	g	provider-missing: CV 33975 "The Best of Heavy Metal" 1982 Heavy Metal 2 issues — far (gap 38), found by 'The Best of Heavy Metal' (via CV candidate name "The Best of Heavy Metal"); invisible before TODO 30
S19442	g	provider-missing: CV 68969 "Tales of the Other" 2007 Weissblech Comics 1 issues — far (gap 8), found by 'Tales of the Other' (via CV candidate name "Tales of the Other"); invisible before TODO 30
S19442	g	provider-missing: CV 55167 "Stinz: Horsebrush and Other Tales" 1990 Eclipse 1 issues — far (gap 25), found by 'Stinz: Horsebrush and Other Tales' (via CV candidate name "Stinz: Horsebrush and Other Tales"); invisible before TODO 30
S19450	g	provider-missing: CV 122904 "The Regiment - The True Story of the SAS" 2019 Cinebook 3 issues — near (gap 1), found by 'The Regiment – The True Story of the SAS' (own spelling); invisible before TODO 30
S19469	g	S cv=-+provider-missing: CV 119991 "The Rime of the Ancient Mariner" 2019 Knockabout 1 issues — far (gap 8), found by 'The Rime of the Ancient Mariner' (via CV candidate name "The Rime of the Ancient Mariner"); invisible before TODO 30
S19469	g	S cv=-+provider-missing: CV 54396 "Rime of the Ancient Mariner" 1989 Knockabout 1 issues — far (gap 22), found by 'The Rime of the Ancient Mariner' (via CV candidate name "The Rime of the Ancient Mariner"); invisible before TODO 30
S19469	g	S cv=-+provider-missing: CV 54544 "The Rime of the Ancient Mariner" 1989 Eclipse 1 issues — far (gap 22), found by 'The Rime of the Ancient Mariner' (via CV candidate name "The Rime of the Ancient Mariner"); invisible before TODO 30
S19491	g	provider-missing: CV 72484 "Rocky and Bullwinkle" 2014 IDW Publishing 4 issues — far (gap 3), found by 'Rocky and Bullwinkle' (via CV candidate name "Rocky and Bullwinkle"); invisible before TODO 30
S19495	g	provider-missing: CV 43400 "Disney Movies The Graphic Novels" 2010 Disney 25 issues — far (gap 7), found by 'Disney Movies The Graphic Novels' (via CV candidate name "Disney Movies The Graphic Novels"); invisible before TODO 30
S19501	g	provider-missing: CV 43400 "Disney Movies The Graphic Novels" 2010 Disney 25 issues — far (gap 14), found by 'Disney Movies The Graphic Novels' (via CV candidate name "Disney Movies The Graphic Novels"); invisible before TODO 30
S19514	g	provider-missing: CV 21153 "The Sandman Presents: The Furies" 2002 DC Comics 1 issues — far (gap 13), found by 'The Sandman Presents: The Furies' (via CV candidate name "The Sandman Presents: The Furies"); invisible before TODO 30
S19514	g	provider-missing: CV 40894 "Vertigo Resurrected: The Sandman Presents - Petrefax" 2011 DC Comics 1 issues — far (gap 22), found by 'Vertigo Resurrected: The Sandman Presents - Petrefax' (via CV candidate name "Vertigo Resurrected: The Sandman Presents - Petrefax"); invisible before TODO 30
S19526	g	provider-missing: CV 121517 "The Sandman: The Dream Hunters 30th Anniversary Edition" 2019 DC Comics 1 issues — near (gap 0), found by 'The Sandman: The Dream Hunters 30th Anniversary Edition' (own spelling); invisible before TODO 30
S19526	g	provider-missing: CV 23674 "The Sandman: The Dream Hunters" 2009 DC Comics 4 issues — far (gap 10), found by 'The Sandman: The Dream Hunters' (via CV candidate name "The Sandman: The Dream Hunters"); invisible before TODO 30
S19526	g	provider-missing: CV 29064 "The Sandman: The Dream Hunters" 2009 DC Comics 1 issues — far (gap 10), found by 'The Sandman: The Dream Hunters' (via CV candidate name "The Sandman: The Dream Hunters"); invisible before TODO 30
S19526	g	provider-missing: CV 23043 "The Sandman: The Dream Hunters" 1999 DC Comics 1 issues — far (gap 20), found by 'The Sandman: The Dream Hunters' (via CV candidate name "The Sandman: The Dream Hunters"); invisible before TODO 30
S19552	g	provider-missing: CV 43858 "The Secret History of the Authority: Hawksmoor" 2009 DC Comics 1 issues — far (gap 14), found by 'The Secret History of the Authority: Hawksmoor' (via CV candidate name "The Secret History of the Authority: Hawksmoor"); invisible before TODO 30
S19552	g	provider-missing: CV 21054 "Secret History of The Authority: Hawksmoor" 2008 DC Comics 6 issues — far (gap 15), found by 'The Secret History of the Authority: Hawksmoor' (via CV candidate name "The Secret History of the Authority: Hawksmoor"); invisible before TODO 30
S19563	g	S cv=-+provider-missing: CV 114016 "Conspiracy of Ravens" 2018 Dark Horse Comics 1 issues — far (gap 6), found by 'Conspiracy of Ravens' (via CV candidate name "Conspiracy of Ravens"); invisible before TODO 30
S19566	g	S cv=-+provider-missing: CV 108570 "In the Chocolate" 2011 Shueisha 1 issues — far (gap 10), found by 'In the Chocolate' (via CV candidate name "In the Chocolate"); invisible before TODO 30
S19594	g	provider-missing: CV 128733 "Worlds of H.P. Lovecraft: The Shadow Over Innsmouth" 2020 Caliber Comics 1 issues — far (gap 6), found by 'Worlds of H.P. Lovecraft: The Shadow Over Innsmouth' (via CV candidate name "Worlds of H.P. Lovecraft: The Shadow Over Innsmouth"); invisible before TODO 30
S19594	g	provider-missing: CV 155460 "H.P. Lovecraft's The Shadow Over Innsmouth" 2023 Dark Horse Comics 1 issues — far (gap 9), found by 'H.P. Lovecraft's The Shadow Over Innsmouth' (via CV candidate name "H.P. Lovecraft's The Shadow Over Innsmouth"); invisible before TODO 30
S19605	g	provider-missing: CV 116817 "Elvira: The Shape of Elvira" 2019 Dynamite Entertainment 4 issues — far (gap 2), found by 'Elvira: The Shape of Elvira' (via CV candidate name "Elvira: The Shape of Elvira"); invisible before TODO 30
S19605	g	provider-missing: CV 138251 "Elvira: The Shape of Elvira" 2021 Dynamite Entertainment 1 issues — far (gap 4), found by 'Elvira: The Shape of Elvira' (via CV candidate name "Elvira: The Shape of Elvira"); invisible before TODO 30
S19605	g	provider-missing: CV 151775 "The Shape of Voice" ? M&C 7 issues — far, found by 'The Shape of Voice' (via CV candidate name "The Shape of Voice"); invisible before TODO 30
S19610	g	S cv=-+provider-missing: CV 93944 "Sonic Boom: The Big Boom" 2016 Archie Comics 1 issues — far (gap 5), found by 'Sonic Boom: The Big Boom' (via CV candidate name "Sonic Boom: The Big Boom"); invisible before TODO 30
S19610	g	S cv=-+provider-missing: CV 57366 "The Art of Boom! Studios" 2010 Boom! Studios 1 issues — far (gap 11), found by 'The Art of Boom! Studios' (via CV candidate name "The Art of Boom! Studios"); invisible before TODO 30
S19611	g	provider-missing: CV 57366 "The Art of Boom! Studios" 2010 Boom! Studios 1 issues — far (gap 6), found by 'The Art of Boom! Studios' (via CV candidate name "The Art of Boom! Studios"); invisible before TODO 30
S19630	g	S cv=-+provider-missing: CV 133672 "The Book of the Demon Slayers" 2021 Memento Mori Studios 1 issues — far (gap 26), found by 'The Book of the Demon Slayers' (via CV candidate name "The Book of the Demon Slayers"); invisible before TODO 30
S19632	g	provider-missing: CV 25603 "Sandman Mystery Theatre: Sleep of Reason" 2007 DC Comics 5 issues — far (gap 7), found by 'Sandman Mystery Theatre: Sleep of Reason' (via CV candidate name "Sandman Mystery Theatre: Sleep of Reason"); invisible before TODO 30
S19632	g	provider-missing: CV 30081 "Sandman Mystery Theatre: Sleep of Reason" 2007 DC Comics 1 issues — far (gap 7), found by 'Sandman Mystery Theatre: Sleep of Reason' (via CV candidate name "Sandman Mystery Theatre: Sleep of Reason"); invisible before TODO 30
S19633	g	provider-missing: CV 166755 "That Time I Got Reincarnated as a Slime" 2020 JBC 22 issues — near (gap 1), found by 'That Time I Got Reincarnated As A Slime' (via CV candidate name "That Time I Got Reincarnated As A Slime"); invisible before TODO 30
S19633	g	provider-missing: CV 103594 "That Time I Got Reincarnated As A Slime" 2017 Kodansha Comics USA 27 issues — far (gap 2), found by 'That Time I Got Reincarnated As A Slime' (via CV candidate name "That Time I Got Reincarnated As A Slime"); invisible before TODO 30
S19682	g	provider-missing: CV 128712 "The Stars of History: Charlie Chaplin" 2020 Europe Comics 1 issues — near (gap 0), found by 'The Stars of History: Charlie Chaplin' (via CV candidate name "The Stars of History: Charlie Chaplin"); invisible before TODO 30
S19689	g	provider-missing: CV 42277 "DC Retroactive: Superman - The '90s" 2011 DC Comics 1 issues — far (gap 12), found by 'DC Retroactive: Superman - The '90s' (via CV candidate name "DC Retroactive: Superman - The '90s"); invisible before TODO 30
S19701	g	provider-missing: CV 158940 "Masters of the Universe: Sucker Punch" 2021 Mattel 1 issues — far (gap 2), found by 'Masters of the Universe: Sucker Punch' (via CV candidate name "Masters of the Universe: Sucker Punch"); invisible before TODO 30
S19717	g	provider-missing: CV 117354 "Aspen: The Year Ahead 2019" 2019 Aspen MLT 1 issues — near (gap 0), found by 'Aspen: The Year Ahead 2019' (via CV candidate name "Aspen: The Year Ahead 2019"); invisible before TODO 30
S19717	g	provider-missing: CV 118622 "Sonic the Hedgehog Annual 2019" 2019 IDW Publishing 1 issues — near (gap 0), found by 'Sonic the Hedgehog Annual 2019' (via CV candidate name "Sonic the Hedgehog Annual 2019"); invisible before TODO 30
S19721	g	provider-missing: CV 81639 "The Swords of Glass Deluxe Edition" 2015 Humanoids 1 issues — near (gap 0), found by 'The Swords of Glass Deluxe Edition' (via CV candidate name "The Swords of Glass Deluxe Edition"); invisible before TODO 30
S19721	g	provider-missing: CV 45344 "The Man of Glass" 2010 Accent UK 1 issues — far (gap 5), found by 'The Man of Glass' (via CV candidate name "The Man of Glass"); invisible before TODO 30
S19739	g	provider-missing: CV 35147 "Bloodlines: A Tale From The Heart Of Africa" 1992 Marvel 1 issues — far, found by 'Bloodlines: A Tale From The Heart Of Africa' (via CV candidate name "Bloodlines: A Tale From The Heart Of Africa"); invisible before TODO 30
S19739	g	provider-missing: CV 64441 "The Tell Tale Heart and Other Stories" 1988 Fantagraphics 1 issues — far, found by 'The Tell Tale Heart and Other Stories' (via CV candidate name "The Tell Tale Heart and Other Stories"); invisible before TODO 30
S19739	g	provider-missing: CV 74384 "Edgar Allan Poe: The Tell-Tale Heart and Other Stories" 1988 Eternity 1 issues — far, found by 'Edgar Allan Poe: The Tell-Tale Heart and Other Stories' (via CV candidate name "Edgar Allan Poe: The Tell-Tale Heart and Other Stories"); invisible before TODO 30
S19741	g	provider-missing: CV 24191 "Terminator: The Dark Years" 1999 Dark Horse Comics 4 issues — near (gap 0), found by 'Terminator: The Dark Years' (via CV name "Terminator: The Dark Years"); invisible before TODO 30
S19741	g	provider-missing: CV 5829 "A Decade of Dark Horse" 1996 Dark Horse Comics 4 issues — far (gap 3), found by 'A Decade of Dark Horse' (via CV candidate name "A Decade of Dark Horse"); invisible before TODO 30
S19763	g	S cv=-+provider-missing: CV 46273 "The Best of Drawn & Quarterly" 1993 Drawn & Quarterly 1 issues — far (gap 29), found by 'The Best of Drawn & Quarterly' (via CV candidate name "The Best of Drawn & Quarterly"); invisible before TODO 30
S19769	g	provider-missing: CV 46520 "The Luck in the Head" 1993 Dark Horse Comics 1 issues — far (gap 25), found by 'The Luck in the Head' (via CV candidate name "The Luck in the Head"); invisible before TODO 30
S19769	g	provider-missing: CV 33702 "Death's Head: The Body in Question" 1991 Marvel UK/Panini UK 1 issues — far (gap 27), found by 'Death's Head: The Body in Question' (via CV candidate name "Death's Head: The Body in Question"); invisible before TODO 30
S19783	g	provider-missing: CV 72882 "The Tick: The Complete Edlund" 2011 New England Comics 1 issues — near (gap 1), found by 'The Tick: The Complete Edlund' (via CV candidate name "The Tick: The Complete Edlund"); invisible before TODO 30
S19783	g	provider-missing: CV 105365 "The Tick: The Complete Edlund" 2017 New England Comics 1 issues — far (gap 7), found by 'The Tick: The Complete Edlund' (via CV candidate name "The Tick: The Complete Edlund"); invisible before TODO 30
S19807	g	provider-missing: CV 107073 "Comic Book History of Comics" 2017 IDW Publishing 4 issues — near (gap 0), found by 'Comic Book History of Comics' (via CV candidate name "Comic Book History of Comics"); invisible before TODO 30
S19807	g	provider-missing: CV 95702 "The Comic Book History of Comics" 2016 IDW Publishing 6 issues — near (gap 1), found by 'Comic Book History of Comics' (via CV candidate name "Comic Book History of Comics"); invisible before TODO 30
S19807	g	provider-missing: CV 71898 "Comic Book History of Comics" 2012 IDW Publishing 1 issues — far (gap 5), found by 'Comic Book History of Comics' (via CV candidate name "Comic Book History of Comics"); invisible before TODO 30
S19807	g	provider-missing: CV 26861 "The Big Book of Freaks" 1996 DC Comics 1 issues — far (gap 21), found by 'The Big Book of Freaks' (via CV candidate name "The Big Book of Freaks"); invisible before TODO 30
S19808	g	provider-missing: CV 130860 "He-Man and the Masters of the Universe" 2020 DC Comics 1 issues — near (gap 1), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S19808	g	provider-missing: CV 150391 "The Art of He-Man and the Masters of the Universe" 2023 Dark Horse Comics 1 issues — far (gap 2), found by 'The Art of He-Man and the Masters of the Universe' (via CV candidate name "The Art of He-Man and the Masters of the Universe"); invisible before TODO 30
S19808	g	provider-missing: CV 81349 "The Art of He-Man and the Masters of the Universe" 2015 Dark Horse Comics 1 issues — far (gap 6), found by 'The Art of He-Man and the Masters of the Universe' (via CV candidate name "The Art of He-Man and the Masters of the Universe"); invisible before TODO 30
S19808	g	provider-missing: CV 59980 "He-Man and the Masters of the Universe" 2013 DC Comics 19 issues — far (gap 8), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S19808	g	provider-missing: CV 65194 "He-Man and the Masters of the Universe" 2013 DC Comics 2 issues — far (gap 8), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S19808	g	provider-missing: CV 50154 "He-Man and the Masters of the Universe" 2012 DC Comics 6 issues — far (gap 9), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S19823	g	provider-missing: CV 40479 "The Trials Of Shazam!" 2007 DC Comics 2 issues — far (gap 9), found by 'The Trials Of Shazam!' (via CV candidate name "The Trials Of Shazam!"); invisible before TODO 30
S19823	g	provider-missing: CV 18200 "Trials of Shazam" 2006 DC Comics 12 issues — far (gap 10), found by 'The Trials Of Shazam!' (via CV candidate name "The Trials Of Shazam!"); invisible before TODO 30
S19823	g	provider-missing: CV 20207 "Tangent Comics/ The Trials of the Flash" 1998 DC Comics 1 issues — far (gap 18), found by 'Tangent Comics/ The Trials of the Flash' (via CV candidate name "Tangent Comics/ The Trials of the Flash"); invisible before TODO 30
S19860	g	provider-missing: CV 121820 "Phoebe and Her Unicorn: The Unicorn Whisperer" 2019 Andrews McMeel Publishing 1 issues — far (gap 4), found by 'Phoebe and Her Unicorn: The Unicorn Whisperer' (via CV candidate name "Phoebe and Her Unicorn: The Unicorn Whisperer"); invisible before TODO 30
S19860	g	provider-missing: CV 115465 "The Unicorn and the Fox" 2018 self published 3 issues — far (gap 5), found by 'The Unicorn and the Fox' (via CV candidate name "The Unicorn and the Fox"); invisible before TODO 30
S19864	g	provider-missing: CV 59697 "Chronicles of the Universe" 2001 Antarctic Press 1 issues — far (gap 19), found by 'Chronicles of the Universe' (via CV candidate name "Chronicles of the Universe"); invisible before TODO 30
S19866	g	S cv=-+provider-missing: CV 50305 "Top Shelf Asks the Big Questions" 2003 Top Shelf 1 issues — far (gap 20), found by 'Top Shelf Asks the Big Questions' (via CV candidate name "Top Shelf Asks the Big Questions"); invisible before TODO 30
